Plant code,Region,Spend Category,Combined risk category,High risk site,Audit Status,Audit Request,Hypercare Level
XXX1061634,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1061768,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1061807,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1061810,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1061848,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1061904,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1061975,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1061992,AMEA,Packaging materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1062014,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1062069,MEU,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1062091,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1062092,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1062180,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1062576,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1062652,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1062906,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1062907,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1062983,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063061,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063081,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063087,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1063112,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063165,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1063211,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1063215,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1063237,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063254,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1063263,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063280,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063291,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1063368,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1063405,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063437,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1063439,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063480,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063495,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1063506,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1063618,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063647,MEU,Licensee,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063667,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063680,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063685,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063717,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063737,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1063753,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063771,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063776,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1063782,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063809,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1063812,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063813,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063814,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063847,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1063863,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1063866,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1063918,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063928,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063939,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit past due,Request New Audit,Level 2
XXX1063950,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1063965,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1063975,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1063995,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1063998,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1064028,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064057,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1064073,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064074,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064171,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064182,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064186,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064225,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064245,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064261,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1064273,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064277,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 3
XXX1064280,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064295,No region classified,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064299,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064350,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1064398,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1064418,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064443,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1064482,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1064549,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1064568,LA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1064581,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1064594,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064667,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064757,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064845,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1064985,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1065029,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1065140,MEU,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1065147,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1065168,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 2
XXX1065174,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1065287,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1065563,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1065832,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1065907,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1065973,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1065975,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066005,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1066092,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1066099,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066110,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066131,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066171,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066172,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066261,No region classified,Co-Packing,Low,Not applicable,Not applicable,Not applicable,Level 1
XXX1066283,MEU,EM,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066360,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1066444,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066484,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066490,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066511,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1066521,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1066522,MEU,Raw materials,High,High Risk,No audit done,Request New Audit,No audit information
XXX1066523,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1066542,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066568,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1066582,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1066584,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066586,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066612,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066640,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066646,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1066658,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066659,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1066674,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1066679,AMEA,Raw materials,High,High Risk,No audit done,Request New Audit,No audit information
XXX1066684,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066686,MEU,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1066704,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066705,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066717,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1066760,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1066769,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1066772,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066782,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1066793,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066820,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1066822,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066911,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1066930,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1066985,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1067026,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1067043,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1067057,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1067114,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1067163,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1067190,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
